# Constructed from biom file
#OTU ID	D1	D3	WC	D5	SW	D4	D6	D2	taxonomy
OTU_373	0.0	0.0	2.0	0.0	120.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Legionellales; D_4__Legionellaceae; D_5__Legionella
OTU_2375	0.0	0.0	13.0	0.0	12.0	0.0	0.0	5.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Neisseriaceae; D_5__uncultured
OTU_233	1.0	0.0	0.0	0.0	0.0	0.0	0.0	321.0	D_0__Bacteria; D_1__FBP; D_2__Armatimonadetes bacterium CG2_30_66_41; D_3__Armatimonadetes bacterium CG2_30_66_41; D_4__Armatimonadetes bacterium CG2_30_66_41; D_5__Armatimonadetes bacterium CG2_30_66_41; D_6__Armatimonadetes bacterium CG2_30_66_41
OTU_2071	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Patescibacteria; D_2__Gracilibacteria; D_3__Absconditabacteriales (SR1); D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_1181	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
OTU_1773	23.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Syntrophobacterales; D_4__Syntrophaceae; D_5__Desulfobacca
OTU_5737	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	Unassigned
OTU_261	142.0	436.0	8.0	0.0	0.0	0.0	0.0	17.0	D_0__Bacteria; D_1__Nitrospirae; D_2__4-29-1
OTU_336	0.0	0.0	0.0	65.0	0.0	0.0	240.0	0.0	D_0__Bacteria; D_1__Actinobacteria; D_2__RBG-16-55-12
OTU_710	0.0	0.0	168.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Gammaproteobacteria Incertae Sedis; D_4__Unknown Family
OTU_3086	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Patescibacteria; D_2__Gracilibacteria; D_3__Candidatus Peribacteria
OTU_496	167.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	Unassigned
OTU_1618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	Unassigned
OTU_388	0.0	0.0	3.0	0.0	119.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Sphingobacteriales; D_4__env.OPS 17
OTU_2325	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Streptomycetales; D_4__Streptomycetaceae; D_5__Streptomyces
OTU_222	0.0	0.0	430.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria
OTU_393	196.0	121.0	4.0	0.0	0.0	0.0	15.0	0.0	D_0__Bacteria; D_1__Spirochaetes; D_2__Spirochaetia; D_3__Spirochaetales; D_4__Spirochaetaceae; D_5__uncultured
OTU_309	0.0	0.0	2.0	0.0	135.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Gemmatales; D_4__Gemmataceae; D_5__Gemmata
OTU_1362	0.0	35.0	0.0	0.0	0.0	0.0	2.0	0.0	Unassigned
OTU_114	198.0	802.0	0.0	0.0	0.0	0.0	0.0	7.0	Unassigned
OTU_682	0.0	0.0	101.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Cytophagales; D_4__Spirosomaceae; D_5__Lacihabitans
OTU_5862	0.0	25.0	11.0	0.0	0.0	0.0	2.0	1.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobulbaceae
OTU_1060	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Ignavibacteria; D_3__Kryptoniales; D_4__BSV26
OTU_960	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria
OTU_494	0.0	0.0	0.0	78.0	0.0	57.0	1.0	4.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__Phaselicystidaceae; D_5__Phaselicystis
OTU_3818	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	Unassigned
OTU_1015	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae; D_5__Pelolinea
OTU_4252	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Chlamydiae; D_2__Chlamydiae; D_3__Chlamydiales; D_4__cvE6
OTU_3010	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Micavibrionales; D_4__uncultured
OTU_3749	0.0	0.0	8.0	0.0	0.0	1.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Hyphomicrobiaceae; D_5__Hyphomicrobium
OTU_1307	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Crocinitomicaceae; D_5__Fluviicola
OTU_3977	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Chloroplast
OTU_964	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	Unassigned
OTU_1735	11.0	0.0	58.0	0.0	0.0	0.0	0.0	3.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Gallionellaceae; D_5__Sideroxydans
OTU_3768	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Patescibacteria; D_2__Parcubacteria; D_3__Candidatus Yanofskybacteria
OTU_766	0.0	5.0	1.0	104.0	0.0	0.0	21.0	11.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Syntrophobacterales; D_4__Syntrophaceae; D_5__Desulfomonile
OTU_144	0.0	0.0	0.0	0.0	437.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Dependentiae; D_2__Babeliae; D_3__Babeliales
OTU_492	0.0	0.0	2.0	0.0	0.0	0.0	0.0	150.0	D_0__Archaea; D_1__Nanoarchaeaeota; D_2__Woesearchaeia
OTU_2444	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Calditrichaeota; D_2__Calditrichia; D_3__Calditrichales; D_4__Calditrichaceae
OTU_1353	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__uncultured
OTU_284	7.0	0.0	12.0	0.0	197.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Pirellulales; D_4__Pirellulaceae; D_5__uncultured
OTU_1815	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae
OTU_240	164.0	105.0	2.0	0.0	0.0	21.0	0.0	109.0	Unassigned
OTU_648	0.0	0.0	154.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__SM2D12; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_1157	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales
OTU_550	0.0	0.0	120.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Cytophagales; D_4__Spirosomaceae
OTU_1757	228.0	1.0	27.0	0.0	0.0	0.0	0.0	7.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Caulobacterales; D_4__Caulobacteraceae; D_5__Brevundimonas
OTU_1262	0.0	0.0	1.0	0.0	21.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Dependentiae; D_2__Babeliae; D_3__Babeliales
OTU_385	0.0	194.0	0.0	0.0	0.0	0.0	0.0	44.0	D_0__Bacteria; D_1__Planctomycetes; D_2__vadinHA49
OTU_2622	0.0	0.0	15.0	0.0	3.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Acidobacteria; D_2__Subgroup 6
OTU_705	21.0	6.0	3.0	0.0	0.0	0.0	0.0	79.0	D_0__Bacteria; D_1__Omnitrophicaeota
OTU_1612	45.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	D_0__Bacteria
OTU_1885	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Actinobacteria; D_2__Nitriliruptoria; D_3__Euzebyales; D_4__Euzebyaceae; D_5__uncultured
OTU_2336	9.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
OTU_2220	42.0	21.0	1.0	0.0	0.0	0.0	0.0	20.0	D_0__Bacteria; D_1__Omnitrophicaeota; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_362	0.0	13.0	0.0	26.0	0.0	183.0	0.0	0.0	D_0__Bacteria; D_1__Actinobacteria; D_2__RBG-16-55-12
OTU_288	0.0	0.0	0.0	0.0	0.0	0.0	307.0	0.0	D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae; D_5__uncultured
OTU_561	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Cytophagales; D_4__Spirosomaceae; D_5__Pseudarcicella
OTU_307	160.0	28.0	3.0	0.0	0.0	0.0	0.0	117.0	Unassigned
OTU_972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Ignavibacteria; D_3__Kryptoniales; D_4__BSV26; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_532	141.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Omnitrophicaeota; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_3114	0.0	0.0	122.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Cyanobacteria; D_2__Oxyphotobacteria; D_3__Chloroplast
OTU_2079	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Pirellulales; D_4__Pirellulaceae; D_5__Pirellula
OTU_366	46.0	17.0	0.0	156.0	0.0	36.0	0.0	33.0	D_0__Archaea; D_1__Euryarchaeota; D_2__Thermoplasmata; D_3__Methanomassiliicoccales; D_4__uncultured; D_5__uncultured archaeon; D_6__uncultured archaeon
OTU_826	0.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__Mitochondria
OTU_715	0.0	0.0	3.0	0.0	45.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Actinobacteria; D_2__Acidimicrobiia; D_3__Microtrichales; D_4__Iamiaceae; D_5__Iamia
OTU_768	98.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Omnitrophicaeota; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_2016	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Chloroflexi; D_2__Dehalococcoidia
OTU_5274	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
OTU_691	55.0	28.0	0.0	0.0	0.0	0.0	0.0	11.0	Unassigned
OTU_677	0.0	0.0	0.0	91.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Omnitrophicaeota; D_2__Omnitrophia; D_3__Omnitrophales; D_4__Omnitrophaceae; D_5__Candidatus Omnitrophus
OTU_1789	12.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	D_0__Archaea; D_1__Diapherotrites; D_2__Iainarchaeia; D_3__Iainarchaeales; D_4__Diapherotrites archaeon SCGC AAA011-K09; D_5__Diapherotrites archaeon SCGC AAA011-K09; D_6__Diapherotrites archaeon SCGC AAA011-K09
OTU_684	39.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	D_0__Bacteria; D_1__Omnitrophicaeota; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_1639	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
OTU_4959	0.0	0.0	3.0	0.0	29.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Sphingomonadales; D_4__Sphingomonadaceae
OTU_5252	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Diplorickettsiales; D_4__Diplorickettsiaceae; D_5__uncultured
OTU_250	1.0	0.0	0.0	36.0	0.0	722.0	0.0	0.0	D_0__Archaea; D_1__Crenarchaeota; D_2__Bathyarchaeia
OTU_355	0.0	0.0	9.0	0.0	103.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Acidobacteria; D_2__Subgroup 6
OTU_978	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
OTU_1314	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Dependentiae; D_2__Babeliae; D_3__Babeliales; D_4__UBA12409
OTU_3825	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Oligoflexales; D_4__Oligoflexaceae; D_5__uncultured
OTU_210	0.0	232.0	1.0	0.0	0.0	0.0	0.0	186.0	Unassigned
OTU_287	0.0	45.0	0.0	237.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Actinobacteria
OTU_437	92.0	57.0	3.0	0.0	0.0	0.0	0.0	75.0	D_0__Bacteria; D_1__Elusimicrobia; D_2__Elusimicrobia; D_3__Lineage IV
OTU_525	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhodobacterales; D_4__Rhodobacteraceae
OTU_828	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Gammaproteobacteria Incertae Sedis; D_4__Unknown Family; D_5__Candidatus Berkiella
OTU_801	79.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Omnitrophicaeota
OTU_4899	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae
OTU_1051	30.0	0.0	39.0	0.0	36.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Nitrospirae; D_2__Nitrospira; D_3__Nitrospirales; D_4__Nitrospiraceae; D_5__Nitrospira
OTU_73	0.0	0.0	0.0	1127.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Salinisphaerales; D_4__Solimonadaceae; D_5__Fontimonas
OTU_2066	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Diplorickettsiales; D_4__Diplorickettsiaceae; D_5__uncultured
OTU_771	0.0	0.0	2.0	0.0	46.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria
OTU_961	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria
OTU_1756	0.0	0.0	23.0	0.0	5.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Spirochaetes; D_2__Leptospirae; D_3__Leptospirales; D_4__Leptospiraceae; D_5__Turneriella
OTU_2578	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__BIrii41
OTU_1035	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	D_0__Bacteria
OTU_1260	29.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	Unassigned
OTU_1036	38.0	0.0	74.0	0.0	1.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Diplorickettsiales; D_4__Diplorickettsiaceae; D_5__Rickettsiella
OTU_1331	51.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Omnitrophicaeota; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_4046	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Elusimicrobia; D_2__Lineage IIc
OTU_865	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
OTU_902	0.0	0.0	129.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Sphingobacteriales; D_4__NS11-12 marine group
OTU_980	32.0	51.0	3.0	0.0	0.0	0.0	0.0	0.0	Unassigned
OTU_221	28.0	359.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Nitrospirae; D_2__Thermodesulfovibrionia; D_3__uncultured; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_804	0.0	61.0	0.0	1.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Ignavibacteria; D_3__SJA-28
OTU_1495	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Diplorickettsiales; D_4__Diplorickettsiaceae; D_5__Aquicella; D_6__uncultured bacterium
OTU_2078	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Patescibacteria; D_2__Gracilibacteria; D_3__Candidatus Peribacteria; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_285	1.0	0.0	0.0	184.0	0.0	74.0	38.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Methylococcales; D_4__Methylococcaceae
OTU_2813	66.0	22.0	0.0	343.0	0.0	18.0	0.0	13.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Sva0485
OTU_573	115.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria
OTU_866	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Sva0485
OTU_872	55.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Acidiferrobacterales; D_4__Acidiferrobacteraceae; D_5__Sulfurifustis
OTU_1391	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Legionellales; D_4__Legionellaceae; D_5__Legionella
OTU_1295	0.0	0.0	0.0	0.0	0.0	0.0	27.0	24.0	D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__SBR1031
OTU_170	47.0	323.0	0.0	0.0	0.0	0.0	0.0	233.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Ignavibacteria; D_3__Kryptoniales; D_4__BSV26
OTU_1973	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria
OTU_740	0.0	0.0	104.0	0.0	0.0	0.0	0.0	0.0	Unassigned
OTU_1000	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Acidobacteria; D_2__Aminicenantia; D_3__Aminicenantales; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_2061	13.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__CCM11a
OTU_395	0.0	0.0	429.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Burkholderiaceae
OTU_212	18.0	434.0	0.0	0.0	0.0	150.0	0.0	22.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobulbaceae
OTU_522	9.0	0.0	20.0	0.0	1.0	153.0	0.0	1.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Xanthomonadales; D_4__Xanthomonadaceae
OTU_2169	0.0	10.0	0.0	0.0	0.0	0.0	0.0	13.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Coxiellales; D_4__Coxiellaceae; D_5__Coxiella
OTU_1439	26.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	Unassigned
OTU_811	0.0	0.0	1.0	0.0	36.0	0.0	0.0	0.0	Unassigned
OTU_544	0.0	0.0	0.0	139.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Peptococcaceae
OTU_515	0.0	8.0	0.0	0.0	0.0	0.0	0.0	92.0	D_0__Bacteria; D_1__Elusimicrobia; D_2__Elusimicrobia; D_3__Lineage IV
OTU_3690	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Patescibacteria; D_2__Parcubacteria; D_3__Candidatus Adlerbacteria
OTU_1840	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Planctomycetales; D_4__Rubinisphaeraceae; D_5__uncultured
OTU_770	0.0	65.0	2.0	0.0	0.0	0.0	0.0	7.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__MBNT15; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_321	13.0	8.0	3.0	0.0	0.0	0.0	0.0	235.0	D_0__Bacteria; D_1__Acidobacteria; D_2__Subgroup 6
OTU_4253	4.0	0.0	0.0	250.0	0.0	4.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Caulobacterales; D_4__Caulobacteraceae; D_5__Brevundimonas
OTU_4374	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
OTU_5315	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Xanthobacteraceae
OTU_867	73.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Sphingobacteriales; D_4__AKYH767
OTU_2728	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria
OTU_5230	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria
OTU_1623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	Unassigned
OTU_225	0.0	0.0	0.0	0.0	0.0	0.0	380.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__VHS-B3-70
OTU_542	0.0	0.0	394.0	0.0	5.0	1.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Enterobacteriales; D_4__Enterobacteriaceae
OTU_246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	295.0	D_0__Bacteria; D_1__Zixibacteria
OTU_1405	13.0	12.0	1.0	0.0	0.0	0.0	0.0	13.0	D_0__Bacteria; D_1__Nitrospirae; D_2__Thermodesulfovibrionia; D_3__uncultured
OTU_3323	4.0	0.0	0.0	183.0	0.0	48.0	0.0	0.0	D_0__Bacteria; D_1__Actinobacteria
OTU_3392	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Omnitrophicaeota
OTU_5114	48.0	0.0	73.0	0.0	0.0	16.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Burkholderiaceae; D_5__Hydrogenophaga
OTU_4032	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rickettsiales; D_4__SM2D12; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_2157	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria
OTU_3095	0.0	182.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
OTU_668	10.0	84.0	0.0	0.0	0.0	14.0	0.0	3.0	D_0__Bacteria; D_1__Patescibacteria; D_2__Parcubacteria; D_3__Candidatus Jorgensenbacteria; D_4__Candidatus Adlerbacteria bacterium GW2011_GWC1_50_9; D_5__Candidatus Adlerbacteria bacterium GW2011_GWC1_50_9; D_6__Candidatus Adlerbacteria bacterium GW2011_GWC1_50_9
OTU_444	0.0	0.0	1.0	0.0	0.0	0.0	0.0	152.0	D_0__Bacteria; D_1__Planctomycetes; D_2__vadinHA49; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium
OTU_1419	0.0	0.0	64.0	0.0	0.0	0.0	0.0	0.0	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Crocinitomicaceae; D_5__Fluviicola
OTU_1336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Myxococcales; D_4__mle1-27
OTU_1378	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	Unassigned
