#Genome	Step1	Step2	Taxonomic Group	Coverage value(average)
DeMMO6_1	C-S-01:Organic carbon oxidation	C-S-05:Hydrogen generation	Planctomycetota	0.0028656680835633
DeMMO6_1	C-S-01:Organic carbon oxidation	C-S-06:Fermentation	Planctomycetota	0.0028656680835633
DeMMO6_1	C-S-01:Organic carbon oxidation	O-S-02:Arsenate reduction	Planctomycetota	0.0028656680835633
DeMMO6_1	C-S-01:Organic carbon oxidation	S-S-06:Sulfite reduction	Planctomycetota	0.0028656680835633
DeMMO6_1	C-S-05:Hydrogen generation	C-S-06:Fermentation	Planctomycetota	0.0028656680835633
DeMMO6_1	C-S-05:Hydrogen generation	O-S-02:Arsenate reduction	Planctomycetota	0.0028656680835633
DeMMO6_1	C-S-05:Hydrogen generation	S-S-06:Sulfite reduction	Planctomycetota	0.0028656680835633
DeMMO6_1	C-S-06:Fermentation	O-S-02:Arsenate reduction	Planctomycetota	0.0028656680835633
DeMMO6_1	C-S-06:Fermentation	S-S-06:Sulfite reduction	Planctomycetota	0.0028656680835633
DeMMO6_1	O-S-02:Arsenate reduction	S-S-06:Sulfite reduction	Planctomycetota	0.0028656680835633
DeMMO6_10	C-S-01:Organic carbon oxidation	C-S-04:Acetate oxidation	Bacteroidota	0.00620708576488209
DeMMO6_10	C-S-01:Organic carbon oxidation	C-S-05:Hydrogen generation	Bacteroidota	0.00620708576488209
DeMMO6_10	C-S-01:Organic carbon oxidation	C-S-06:Fermentation	Bacteroidota	0.00620708576488209
DeMMO6_10	C-S-01:Organic carbon oxidation	N-S-05:Nitrite reduction	Bacteroidota	0.00620708576488209
DeMMO6_10	C-S-01:Organic carbon oxidation	N-S-06:Nitric oxide reduction	Bacteroidota	0.00620708576488209
DeMMO6_10	C-S-01:Organic carbon oxidation	N-S-08:Nitrite ammonification	Bacteroidota	0.00620708576488209
DeMMO6_10	C-S-01:Organic carbon oxidation	O-S-02:Arsenate reduction	Bacteroidota	0.00620708576488209
DeMMO6_10	C-S-01:Organic carbon oxidation	S-S-03:Sulfur oxidation	Bacteroidota	0.00620708576488209
DeMMO6_10	C-S-04:Acetate oxidation	C-S-05:Hydrogen generation	Bacteroidota	0.00620708576488209
DeMMO6_10	C-S-04:Acetate oxidation	C-S-06:Fermentation	Bacteroidota	0.00620708576488209
DeMMO6_10	C-S-04:Acetate oxidation	N-S-05:Nitrite reduction	Bacteroidota	0.00620708576488209
DeMMO6_10	C-S-04:Acetate oxidation	N-S-06:Nitric oxide reduction	Bacteroidota	0.00620708576488209
DeMMO6_10	C-S-04:Acetate oxidation	N-S-08:Nitrite ammonification	Bacteroidota	0.00620708576488209
DeMMO6_10	C-S-04:Acetate oxidation	O-S-02:Arsenate reduction	Bacteroidota	0.00620708576488209
DeMMO6_10	C-S-04:Acetate oxidation	S-S-03:Sulfur oxidation	Bacteroidota	0.00620708576488209
DeMMO6_10	C-S-05:Hydrogen generation	C-S-06:Fermentation	Bacteroidota	0.00620708576488209
DeMMO6_10	C-S-05:Hydrogen generation	N-S-05:Nitrite reduction	Bacteroidota	0.00620708576488209
DeMMO6_10	C-S-05:Hydrogen generation	N-S-06:Nitric oxide reduction	Bacteroidota	0.00620708576488209
DeMMO6_10	C-S-05:Hydrogen generation	N-S-08:Nitrite ammonification	Bacteroidota	0.00620708576488209
DeMMO6_10	C-S-05:Hydrogen generation	O-S-02:Arsenate reduction	Bacteroidota	0.00620708576488209
DeMMO6_10	C-S-05:Hydrogen generation	S-S-03:Sulfur oxidation	Bacteroidota	0.00620708576488209
DeMMO6_10	C-S-06:Fermentation	N-S-05:Nitrite reduction	Bacteroidota	0.00620708576488209
DeMMO6_10	C-S-06:Fermentation	N-S-06:Nitric oxide reduction	Bacteroidota	0.00620708576488209
DeMMO6_10	C-S-06:Fermentation	N-S-08:Nitrite ammonification	Bacteroidota	0.00620708576488209
DeMMO6_10	C-S-06:Fermentation	O-S-02:Arsenate reduction	Bacteroidota	0.00620708576488209
DeMMO6_10	C-S-06:Fermentation	S-S-03:Sulfur oxidation	Bacteroidota	0.00620708576488209
DeMMO6_10	N-S-05:Nitrite reduction	N-S-06:Nitric oxide reduction	Bacteroidota	0.00620708576488209
DeMMO6_10	N-S-05:Nitrite reduction	N-S-08:Nitrite ammonification	Bacteroidota	0.00620708576488209
DeMMO6_10	N-S-05:Nitrite reduction	O-S-02:Arsenate reduction	Bacteroidota	0.00620708576488209
DeMMO6_10	N-S-05:Nitrite reduction	S-S-03:Sulfur oxidation	Bacteroidota	0.00620708576488209
DeMMO6_10	N-S-06:Nitric oxide reduction	N-S-08:Nitrite ammonification	Bacteroidota	0.00620708576488209
DeMMO6_10	N-S-06:Nitric oxide reduction	O-S-02:Arsenate reduction	Bacteroidota	0.00620708576488209
DeMMO6_10	N-S-06:Nitric oxide reduction	S-S-03:Sulfur oxidation	Bacteroidota	0.00620708576488209
DeMMO6_10	N-S-08:Nitrite ammonification	O-S-02:Arsenate reduction	Bacteroidota	0.00620708576488209
DeMMO6_10	N-S-08:Nitrite ammonification	S-S-03:Sulfur oxidation	Bacteroidota	0.00620708576488209
DeMMO6_10	O-S-02:Arsenate reduction	S-S-03:Sulfur oxidation	Bacteroidota	0.00620708576488209
DeMMO6_11	C-S-01:Organic carbon oxidation	C-S-04:Acetate oxidation	Chloroflexota	0.00407284239373094
DeMMO6_11	C-S-01:Organic carbon oxidation	C-S-06:Fermentation	Chloroflexota	0.00407284239373094
DeMMO6_11	C-S-01:Organic carbon oxidation	N-S-05:Nitrite reduction	Chloroflexota	0.00407284239373094
DeMMO6_11	C-S-01:Organic carbon oxidation	N-S-08:Nitrite ammonification	Chloroflexota	0.00407284239373094
DeMMO6_11	C-S-01:Organic carbon oxidation	O-S-02:Arsenate reduction	Chloroflexota	0.00407284239373094
DeMMO6_11	C-S-01:Organic carbon oxidation	O-S-04:Selenate reduction	Chloroflexota	0.00407284239373094
DeMMO6_11	C-S-01:Organic carbon oxidation	S-S-04:Sulfite oxidation	Chloroflexota	0.00407284239373094
DeMMO6_11	C-S-01:Organic carbon oxidation	S-S-05:Sulfate reduction	Chloroflexota	0.00407284239373094
DeMMO6_11	C-S-04:Acetate oxidation	C-S-06:Fermentation	Chloroflexota	0.00407284239373094
DeMMO6_11	C-S-04:Acetate oxidation	N-S-05:Nitrite reduction	Chloroflexota	0.00407284239373094
DeMMO6_11	C-S-04:Acetate oxidation	N-S-08:Nitrite ammonification	Chloroflexota	0.00407284239373094
DeMMO6_11	C-S-04:Acetate oxidation	O-S-02:Arsenate reduction	Chloroflexota	0.00407284239373094
DeMMO6_11	C-S-04:Acetate oxidation	O-S-04:Selenate reduction	Chloroflexota	0.00407284239373094
