	sequences per sample	iteration	D1	D3	WC	D5	SW	D4	D6	D2
alpha_rarefaction_9500_6.txt	9500	6	112.35703	67.16057	181.88944	43.12289	37.88239	32.36618	30.79156	77.08255
alpha_rarefaction_9500_7.txt	9500	7	110.14559	70.0943	184.57822	42.64848	38.77524	31.35335	29.01996	77.43491
alpha_rarefaction_9500_8.txt	9500	8	108.37184	67.63914	184.59141	42.90498	38.03685	30.96943	30.19663	75.63547
alpha_rarefaction_9500_9.txt	9500	9	110.14819	67.689	190.95258	43.02495	39.50628	31.45996	29.36809	76.46957
alpha_rarefaction_10500_0.txt	10500	0	113.35439	70.58585	195.02168	44.04804	38.96832	32.3857	30.62078	78.94532
alpha_rarefaction_10500_1.txt	10500	1	114.565	72.06403	188.29457	42.86486	39.76194	32.09352	31.05211	76.10674
alpha_rarefaction_10500_2.txt	10500	2	113.26736	71.54223	192.35093	42.77339	37.95183	32.68625	28.96044	78.04481
alpha_rarefaction_10500_3.txt	10500	3	113.70898	70.06116	193.20427	43.24448	39.85024	30.78321	31.09919	77.00558
alpha_rarefaction_10500_4.txt	10500	4	110.47822	71.67628	197.8849	43.40766	38.20907	34.25749	29.47626	80.40483
alpha_rarefaction_10500_5.txt	10500	5	113.30013	71.14814	197.36033	43.60515	39.17554	32.84386	30.26432	77.79234
alpha_rarefaction_10500_6.txt	10500	6	112.35337	69.9328	192.22943	43.52485	38.08481	31.82249	31.85507	75.93562
alpha_rarefaction_10500_7.txt	10500	7	114.13167	68.88365	191.00798	44.14911	37.71157	33.27235	31.75356	78.75019
alpha_rarefaction_10500_8.txt	10500	8	113.04843	68.69775	192.02888	43.11309	38.88244	33.21137	30.89271	79.52468
alpha_rarefaction_10500_9.txt	10500	9	111.64753	70.05344	191.53889	43.16905	37.73858	33.42086	31.48565	80.00831
alpha_rarefaction_11500_0.txt	11500	0	114.99428	72.32249	197.6344	43.46285	38.99037	32.79973	31.33218	78.52573
alpha_rarefaction_11500_1.txt	11500	1	116.06573	69.97943	196.791	43.92673	39.15444	32.6693	30.04059	80.72061
alpha_rarefaction_11500_2.txt	11500	2	115.02742	71.42412	197.11573	43.63828	39.1473	33.0546	30.75971	79.77125
alpha_rarefaction_11500_3.txt	11500	3	116.90237	71.31639	200.43604	43.5002	37.8483	32.97576	31.50421	80.06538
alpha_rarefaction_11500_4.txt	11500	4	114.65943	71.43763	200.41003	43.5857	38.58453	32.92756	32.54246	80.84268
alpha_rarefaction_11500_5.txt	11500	5	115.6203	71.93881	200.1858	43.7285	39.79196	32.75376	28.90264	77.94175
alpha_rarefaction_11500_6.txt	11500	6	114.87015	70.53899	200.92918	44.26817	38.55598	32.29029	30.33963	80.84938
alpha_rarefaction_11500_7.txt	11500	7	113.64428	71.90375	200.25811	44.03323	39.27952	33.499	31.66303	81.34165
alpha_rarefaction_11500_8.txt	11500	8	114.75793	72.95603	198.67899	44.78976	38.86435	32.98382	31.67606	80.52747
alpha_rarefaction_11500_9.txt	11500	9	114.35752	70.42707	203.38015	42.72798	38.94087	31.68593	31.19444	79.26229
alpha_rarefaction_12500_0.txt	12500	0	115.56773	73.21636	205.52145	43.98267	38.45927	34.26078	33.31249	79.33668
alpha_rarefaction_12500_1.txt	12500	1	117.33714	74.55147	205.72422	45.19807	39.56053	33.5085	32.25401	82.34491
alpha_rarefaction_12500_2.txt	12500	2	116.92851	74.36437	196.21431	44.43002	39.46004	33.63943	31.96336	81.5215
alpha_rarefaction_12500_3.txt	12500	3	115.92438	72.30405	204.33633	43.5542	40.28946	33.34152	32.88047	80.74242
alpha_rarefaction_12500_4.txt	12500	4	114.4591	73.52642	205.6191	44.1005	38.80552	32.83214	32.16832	81.31501
alpha_rarefaction_12500_5.txt	12500	5	114.89176	72.87075	200.10095	44.47154	40.29409	33.23482	32.02656	81.0438
alpha_rarefaction_12500_6.txt	12500	6	116.19282	73.6856	198.23404	43.58182	38.13385	32.73652	32.77098	80.35668
alpha_rarefaction_12500_7.txt	12500	7	114.90016	72.32396	205.51235	43.28571	39.08536	32.89167	31.20192	79.28677
alpha_rarefaction_12500_8.txt	12500	8	117.99293	72.74672	208.08588	43.62555	39.67134	31.73672	33.19869	82.37947
alpha_rarefaction_12500_9.txt	12500	9	116.7613	71.42925	203.29378	44.39384	40.0773	33.4787	30.59352	81.26695
alpha_rarefaction_13500_0.txt	13500	0	116.4546	75.75319	210.05651	44.87198	39.42266	34.6094	33.7624	82.38049
alpha_rarefaction_13500_1.txt	13500	1	118.84024	73.48019	213.34088	43.44181	40.56008	33.16657	31.44741	82.56182
alpha_rarefaction_13500_2.txt	13500	2	117.77879	73.91939	209.70184	44.66617	39.46198	33.60393	33.37997	81.87265
alpha_rarefaction_13500_3.txt	13500	3	117.48256	74.21064	211.70111	43.97101	38.78887	33.21942	32.72478	84.02347
alpha_rarefaction_13500_4.txt	13500	4	120.17493	73.54619	209.94261	44.617	40.62865	34.04996	31.57672	83.80416
alpha_rarefaction_13500_5.txt	13500	5	118.2175	74.04777	211.09638	43.65932	39.43259	33.477	30.34694	82.26407
alpha_rarefaction_13500_6.txt	13500	6	119.03497	74.41084	209.23178	43.95821	39.71189	33.53223	32.35542	81.906
alpha_rarefaction_13500_7.txt	13500	7	115.96046	72.55007	208.7153	44.96388	40.30303	34.53257	31.04037	83.51481
alpha_rarefaction_13500_8.txt	13500	8	116.40867	74.21637	210.49439	44.08016	41.86051	33.71826	30.57937	82.63041
alpha_rarefaction_13500_9.txt	13500	9	117.25127	70.4401	211.58065	44.41683	39.59027	33.65259	31.75243	82.90407
alpha_rarefaction_14500_0.txt	14500	0	117.77322	73.36033	217.86379	45.45978	41.68781	34.63538	33.00694	83.16144
alpha_rarefaction_14500_1.txt	14500	1	118.59179	74.2357	218.40323	43.4689	40.14004	35.33166	30.33547	84.19864
alpha_rarefaction_14500_2.txt	14500	2	117.46458	75.28435	212.06502	44.99761	39.50064	35.30187	33.10143	84.17241
alpha_rarefaction_14500_3.txt	14500	3	119.11147	74.99246	218.42116	45.53467	39.66091	33.23466	32.19436	85.81717
alpha_rarefaction_14500_4.txt	14500	4	120.78933	74.42018	214.26432	44.20351	40.31311	33.6498	32.57042	85.21396
alpha_rarefaction_14500_5.txt	14500	5	118.95325	74.68435	217.74686	44.64735	40.56317	34.78172	32.53862	81.52775
alpha_rarefaction_14500_6.txt	14500	6	118.32686	75.00577	215.54512	44.23126	41.30507	32.28077	30.92031	85.8047
alpha_rarefaction_14500_7.txt	14500	7	119.29767	73.27912	214.70355	45.22552	40.39983	33.99481	33.03818	84.25224
alpha_rarefaction_14500_8.txt	14500	8	119.78345	74.11124	212.29337	45.62229	40.15159	33.71186	32.85199	84.58928
alpha_rarefaction_14500_9.txt	14500	9	119.73017	75.56583	215.56637	43.68818	40.28428	34.21874	33.1688	83.83855
alpha_rarefaction_15500_0.txt	15500	0	121.12034	75.22674	217.19714	44.99151	41.39184	33.7394	34.06863	84.40183
alpha_rarefaction_15500_1.txt	15500	1	121.76705	75.72763	220.36596	44.83828	41.24813	33.91929	33.19579	84.30086
alpha_rarefaction_15500_2.txt	15500	2	120.08596	76.271	223.7074	45.13627	41.77999	33.69998	33.0832	84.92969
alpha_rarefaction_15500_3.txt	15500	3	118.16475	75.8972	216.54368	45.52115	39.8509	34.07985	33.42424	84.53862
alpha_rarefaction_15500_4.txt	15500	4	119.24936	76.04173	221.44515	44.52188	40.0945	33.34046	33.37534	84.7513
alpha_rarefaction_15500_5.txt	15500	5	118.15117	75.67346	216.6793	44.94129	41.6487	33.93792	32.77106	86.65614
alpha_rarefaction_15500_6.txt	15500	6	118.50889	73.92937	218.84657	44.55097	40.59462	34.33935	33.60471	84.13563
alpha_rarefaction_15500_7.txt	15500	7	121.29718	73.47827	220.04139	44.70707	41.59868	34.95084	32.57157	84.58153
alpha_rarefaction_15500_8.txt	15500	8	121.51849	75.43034	219.92452	43.83097	41.61975	34.82036	32.2311	85.78914
alpha_rarefaction_15500_9.txt	15500	9	117.91772	76.09383	221.67494	44.94419	42.10027	34.24747	32.50607	86.33943
alpha_rarefaction_16500_0.txt	16500	0	120.18715	76.96301	222.42648	45.66439	40.97487	35.76268	33.41573	86.46136
alpha_rarefaction_16500_1.txt	16500	1	120.69412	75.52722	219.31535	45.45771	41.07728	34.93733	34.54147	86.76592
alpha_rarefaction_16500_2.txt	16500	2	120.07974	77.20574	224.27382	45.92997	41.19128	33.92558	32.42922	85.56427
alpha_rarefaction_16500_3.txt	16500	3	121.64729	75.38062	223.2905	44.55896	39.99531	33.78663	32.88512	84.95688
alpha_rarefaction_16500_4.txt	16500	4	120.79362	76.41156	222.4987	45.63594	40.91054	35.37842	33.37357	86.04341
