	sequences per sample	iteration	D1	D3	WC	D5	SW	D4	D6	D2
alpha_rarefaction_20500_6.txt	20500	6	1149.0	614.0	3121.0	315.0	452.0	238.0	285.0	769.0
alpha_rarefaction_20500_7.txt	20500	7	1145.0	622.0	3101.0	317.0	458.0	237.0	279.0	751.0
alpha_rarefaction_20500_8.txt	20500	8	1140.0	607.0	3064.0	313.0	449.0	240.0	272.0	760.0
alpha_rarefaction_20500_9.txt	20500	9	1117.0	623.0	3105.0	312.0	449.0	239.0	282.0	767.0
alpha_rarefaction_21500_0.txt	21500	0	1153.0	620.0	3155.0	315.0	449.0	239.0	290.0	795.0
alpha_rarefaction_21500_1.txt	21500	1	1165.0	625.0	3143.0	317.0	452.0	235.0	272.0	781.0
alpha_rarefaction_21500_2.txt	21500	2	1160.0	627.0	3166.0	314.0	459.0	239.0	295.0	781.0
alpha_rarefaction_21500_3.txt	21500	3	1166.0	633.0	3147.0	316.0	467.0	235.0	285.0	798.0
alpha_rarefaction_21500_4.txt	21500	4	1143.0	621.0	3150.0	320.0	464.0	243.0	293.0	767.0
alpha_rarefaction_21500_5.txt	21500	5	1169.0	619.0	3160.0	317.0	472.0	239.0	281.0	772.0
alpha_rarefaction_21500_6.txt	21500	6	1153.0	634.0	3157.0	316.0	461.0	243.0	272.0	792.0
alpha_rarefaction_21500_7.txt	21500	7	1142.0	631.0	3136.0	309.0	456.0	233.0	280.0	764.0
alpha_rarefaction_21500_8.txt	21500	8	1153.0	612.0	3173.0	315.0	460.0	235.0	285.0	764.0
alpha_rarefaction_21500_9.txt	21500	9	1153.0	626.0	3185.0	308.0	467.0	234.0	286.0	780.0
alpha_rarefaction_22500_0.txt	22500	0	1152.0	634.0	3202.0	312.0	469.0	241.0	298.0	793.0
alpha_rarefaction_22500_1.txt	22500	1	1153.0	642.0	3209.0	324.0	471.0	236.0	294.0	779.0
alpha_rarefaction_22500_2.txt	22500	2	1161.0	627.0	3189.0	313.0	459.0	243.0	287.0	796.0
alpha_rarefaction_22500_3.txt	22500	3	1157.0	650.0	3175.0	317.0	468.0	242.0	287.0	776.0
alpha_rarefaction_22500_4.txt	22500	4	1163.0	629.0	3235.0	320.0	458.0	246.0	291.0	790.0
