	sequences per sample	iteration	D1	D3	WC	D5	SW	D4	D6	D2
alpha_rarefaction_500_0.txt	500	0	0.262318475615	0.254532718654	0.423912748582	0.276513190785	0.343491522629	0.124576688413	0.345118914173	0.300382567238
alpha_rarefaction_500_1.txt	500	1	0.273398540708	0.248679017061	0.330757832345	0.303677411988	0.338066260987	0.140830471658	0.288358616617	0.232742168226
alpha_rarefaction_500_2.txt	500	2	0.295508274232	0.306926219848	0.381982642709	0.266531339821	0.323365066225	0.146614667331	0.314300944411	0.228676384498
alpha_rarefaction_500_3.txt	500	3	0.251853642811	0.303653067868	0.389724978877	0.274882350354	0.285877644368	0.136446049778	0.306593476672	0.269603402611
alpha_rarefaction_500_4.txt	500	4	0.29482244613	0.271697194563	0.489175524005	0.245021169829	0.312465628781	0.14628129542	0.296848654682	0.274709577035
alpha_rarefaction_500_5.txt	500	5	0.282827185802	0.263326423648	0.415976146264	0.238651637341	0.284123195818	0.12085351587	0.324434316326	0.302735273745
alpha_rarefaction_500_6.txt	500	6	0.295596324201	0.231428767151	0.389306225162	0.238471341468	0.284270516372	0.104024067008	0.305675788032	0.280905188881
alpha_rarefaction_500_7.txt	500	7	0.239036815494	0.248214345995	0.367322950338	0.270274945296	0.371272424854	0.165800524726	0.339167005834	0.275177654694
alpha_rarefaction_500_8.txt	500	8	0.318562239416	0.24375024375	0.476909928883	0.253251752502	0.390585941406	0.144461908284	0.297916964584	0.249324828365
alpha_rarefaction_500_9.txt	500	9	0.248516357347	0.29321179509	0.272011141576	0.255694312336	0.362366105724	0.12313499733	0.281236992789	0.234738257453
alpha_rarefaction_1500_0.txt	1500	0	0.140265919247	0.152139260571	0.212037550814	0.179517285201	0.232867570593	0.0772351544765	0.212170435662	0.171423268735
alpha_rarefaction_1500_1.txt	1500	1	0.177340516491	0.175143454165	0.198664971392	0.171688832076	0.234103196435	0.0790238635209	0.211083873474	0.162486549724
alpha_rarefaction_1500_2.txt	1500	2	0.166232246396	0.167048477617	0.168468733027	0.202321245133	0.241906923247	0.0873494677506	0.203818194171	0.175574949434
alpha_rarefaction_1500_3.txt	1500	3	0.161748087059	0.176643269153	0.211954936685	0.183500484604	0.227885116732	0.0697587939331	0.209274020053	0.174875803205
alpha_rarefaction_1500_4.txt	1500	4	0.138671123865	0.160059414054	0.224026470569	0.175463195542	0.230549038703	0.0971807560335	0.205582712778	0.173888043922
alpha_rarefaction_1500_5.txt	1500	5	0.145101040626	0.14599915593	0.173872617675	0.163648336744	0.243287534725	0.0795984671246	0.196588825647	0.164210946696
alpha_rarefaction_1500_6.txt	1500	6	0.152637577336	0.13998375193	0.208049422926	0.165836012506	0.251219923951	0.0780222706769	0.199548895333	0.178563492416
alpha_rarefaction_1500_7.txt	1500	7	0.147575375927	0.172719049207	0.208607149533	0.176833408782	0.236023179364	0.0814980515446	0.206414254143	0.155849985038
alpha_rarefaction_1500_8.txt	1500	8	0.186029375775	0.15618062977	0.18948561981	0.19165691062	0.221053053519	0.087514721921	0.19660115916	0.183879234003
alpha_rarefaction_1500_9.txt	1500	9	0.136353835415	0.164412029699	0.218957133448	0.167763216759	0.26679776516	0.0813857188247	0.183672629741	0.171659988712
alpha_rarefaction_2500_0.txt	2500	0	0.118749266605	0.133846825436	0.159901330901	0.150069305607	0.205672953678	0.0662051079582	0.172556979695	0.143084292032
alpha_rarefaction_2500_1.txt	2500	1	0.113715766187	0.132610596389	0.157185465721	0.141132927527	0.180878466225	0.0688152710093	0.179887920328	0.146107782191
alpha_rarefaction_2500_2.txt	2500	2	0.124955825617	0.12154206032	0.157326585827	0.142729674655	0.206986431228	0.067045496967	0.164908626373	0.127265032505
alpha_rarefaction_2500_3.txt	2500	3	0.133820167534	0.132918316272	0.153454187468	0.144294067708	0.196951878196	0.0611429050957	0.164336679316	0.136544868644
alpha_rarefaction_2500_4.txt	2500	4	0.116535877985	0.116845615571	0.167100861545	0.146423380511	0.197480777221	0.0624953603444	0.161219910045	0.13816354868
alpha_rarefaction_2500_5.txt	2500	5	0.128922221368	0.126688750915	0.12334086798	0.149639782328	0.203034472005	0.0616447165448	0.187554675939	0.130792189668
